Flight ID,Destination,Airline,Aircraft Type,Scheduled Departure,Scheduled Arrival,Actual Departure,Actual Arrival,Traffic Volume (Nearby Flights ±5 mins),Sector Congestion (Intersections),Special Event (Rating out of 10),Day of the Week,Time of the Day,Weather Condition,Airport Operating Hours (Origin),Airport Operating Hours (Destination),Actual Travel Distance (Time Taken in mins),Suggested Travel Distance (Optimal Time in mins)
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:15 PM,12:46 PM,1:56 PM,6 flights scheduled within +/-5 mins,8:39 - Flight XYZ-ABC at 15042 ft,0,Monday,Evening,Rain,05:00-23:00,05:00-23:00,64,46
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:14 PM,3:37 PM,5:32 PM,2 flights scheduled within +/-5 mins,8:13 - Flight XYZ-ABC at 28985 ft,10,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,55,54
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:48 PM,2:21 PM,4:19 PM,5 flights scheduled within +/-5 mins,10:24 - Flight XYZ-ABC at 27927 ft,5,Monday,Afternoon,Rain,05:00-23:00,05:00-23:00,50,49
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:51 PM,3:03 PM,4:14 PM,6 flights scheduled within +/-5 mins,8:47 - Flight XYZ-ABC at 15968 ft,0,Monday,Morning,Rain,05:00-23:00,05:00-23:00,48,45
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,5:50 PM,4:48 PM,6:09 PM,4 flights scheduled within +/-5 mins,9:20 - Flight XYZ-ABC at 29412 ft,5,Sunday,Afternoon,Clear,05:00-23:00,05:00-23:00,60,55
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:35 PM,6:18 PM,7:32 PM,4 flights scheduled within +/-5 mins,10:46 - Flight XYZ-ABC at 27352 ft,0,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,53,45
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,8:08 PM,6:08 PM,8:00 PM,6 flights scheduled within +/-5 mins,10:49 - Flight XYZ-ABC at 18594 ft,10,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,52,55
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:12 PM,6:59 PM,8:23 PM,3 flights scheduled within +/-5 mins,7:31 - Flight XYZ-ABC at 29718 ft,7,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,46,55
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:18 PM,7:04 PM,8:08 PM,1 flights scheduled within +/-5 mins,8:23 - Flight XYZ-ABC at 16981 ft,5,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,62,54
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:45 PM,7:19 PM,8:49 PM,4 flights scheduled within +/-5 mins,7:12 - Flight XYZ-ABC at 20627 ft,5,Monday,Morning,Fog,05:00-23:00,05:00-23:00,60,52
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:51 PM,7:53 PM,9:36 PM,1 flights scheduled within +/-5 mins,8:18 - Flight XYZ-ABC at 29537 ft,10,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,53,52
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:06 PM,8:37 PM,9:59 PM,4 flights scheduled within +/-5 mins,7:34 - Flight XYZ-ABC at 15042 ft,7,Monday,Morning,Rain,05:00-23:00,05:00-23:00,48,54
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:45 PM,9:10 PM,10:24 PM,4 flights scheduled within +/-5 mins,9:27 - Flight XYZ-ABC at 15364 ft,10,Friday,Evening,Fog,05:00-23:00,05:00-23:00,60,48
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:16 PM,9:21 PM,10:48 PM,1 flights scheduled within +/-5 mins,10:43 - Flight XYZ-ABC at 16532 ft,0,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,58,52
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:33 PM,9:26 PM,11:18 PM,5 flights scheduled within +/-5 mins,8:30 - Flight XYZ-ABC at 25237 ft,10,Wednesday,Afternoon,Fog,05:00-23:00,05:00-23:00,52,55
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:15 PM,12:46 PM,1:53 PM,6 flights scheduled within +/-5 mins,10:59 - Flight XYZ-ABC at 27743 ft,5,Tuesday,Afternoon,Rain,05:00-23:00,05:00-23:00,57,54
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:28 PM,3:37 PM,4:59 PM,1 flights scheduled within +/-5 mins,10:14 - Flight XYZ-ABC at 16128 ft,5,Sunday,Evening,Fog,05:00-23:00,05:00-23:00,47,51
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:15 PM,2:21 PM,4:05 PM,2 flights scheduled within +/-5 mins,8:45 - Flight XYZ-ABC at 16091 ft,7,Wednesday,Morning,Fog,05:00-23:00,05:00-23:00,64,54
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:58 PM,3:03 PM,4:57 PM,3 flights scheduled within +/-5 mins,7:52 - Flight XYZ-ABC at 29330 ft,10,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,53,54
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:48 PM,4:48 PM,6:08 PM,3 flights scheduled within +/-5 mins,7:33 - Flight XYZ-ABC at 20135 ft,0,Saturday,Afternoon,Fog,05:00-23:00,05:00-23:00,48,51
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:26 PM,6:18 PM,7:52 PM,4 flights scheduled within +/-5 mins,8:53 - Flight XYZ-ABC at 16595 ft,10,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,58,46
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,8:10 PM,6:08 PM,7:43 PM,4 flights scheduled within +/-5 mins,10:17 - Flight XYZ-ABC at 22947 ft,0,Sunday,Evening,Clear,05:00-23:00,05:00-23:00,49,47
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:14 PM,6:59 PM,8:06 PM,6 flights scheduled within +/-5 mins,9:59 - Flight XYZ-ABC at 26668 ft,10,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,49,47
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:29 PM,7:04 PM,8:05 PM,5 flights scheduled within +/-5 mins,10:10 - Flight XYZ-ABC at 17380 ft,5,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,60,47
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:50 PM,7:19 PM,9:01 PM,2 flights scheduled within +/-5 mins,10:22 - Flight XYZ-ABC at 15899 ft,7,Saturday,Afternoon,Fog,05:00-23:00,05:00-23:00,60,54
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:15 PM,7:53 PM,9:08 PM,2 flights scheduled within +/-5 mins,9:51 - Flight XYZ-ABC at 21793 ft,10,Monday,Afternoon,Fog,05:00-23:00,05:00-23:00,56,46
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:50 PM,8:37 PM,10:33 PM,2 flights scheduled within +/-5 mins,7:23 - Flight XYZ-ABC at 26727 ft,0,Monday,Afternoon,Rain,05:00-23:00,05:00-23:00,50,55
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:10 PM,9:10 PM,10:54 PM,6 flights scheduled within +/-5 mins,10:12 - Flight XYZ-ABC at 17185 ft,10,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,64,49
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:52 PM,9:21 PM,10:37 PM,5 flights scheduled within +/-5 mins,8:57 - Flight XYZ-ABC at 29310 ft,10,Sunday,Morning,Rain,05:00-23:00,05:00-23:00,46,47
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:48 PM,9:26 PM,11:13 PM,1 flights scheduled within +/-5 mins,9:24 - Flight XYZ-ABC at 19598 ft,7,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,47,53
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:32 PM,12:46 PM,1:49 PM,2 flights scheduled within +/-5 mins,10:56 - Flight XYZ-ABC at 23860 ft,0,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,47,54
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:01 PM,3:37 PM,5:34 PM,2 flights scheduled within +/-5 mins,10:28 - Flight XYZ-ABC at 15667 ft,7,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,51,47
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:37 PM,2:21 PM,4:04 PM,6 flights scheduled within +/-5 mins,10:11 - Flight XYZ-ABC at 15341 ft,10,Monday,Evening,Rain,05:00-23:00,05:00-23:00,60,51
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:03 PM,3:03 PM,5:03 PM,3 flights scheduled within +/-5 mins,9:44 - Flight XYZ-ABC at 17592 ft,10,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,61,45
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:45 PM,4:48 PM,5:48 PM,1 flights scheduled within +/-5 mins,8:26 - Flight XYZ-ABC at 17256 ft,0,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,47,46
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,6:47 PM,6:18 PM,8:17 PM,1 flights scheduled within +/-5 mins,10:16 - Flight XYZ-ABC at 23558 ft,10,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,46,50
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,8:04 PM,6:08 PM,8:04 PM,3 flights scheduled within +/-5 mins,9:53 - Flight XYZ-ABC at 17749 ft,10,Friday,Morning,Fog,05:00-23:00,05:00-23:00,52,53
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:13 PM,6:59 PM,8:34 PM,1 flights scheduled within +/-5 mins,8:43 - Flight XYZ-ABC at 26288 ft,10,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,57,54
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:29 PM,7:04 PM,8:40 PM,3 flights scheduled within +/-5 mins,9:32 - Flight XYZ-ABC at 15485 ft,0,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,47,45
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:39 PM,7:19 PM,8:29 PM,1 flights scheduled within +/-5 mins,8:43 - Flight XYZ-ABC at 29279 ft,5,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,62,49
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:08 PM,7:53 PM,9:30 PM,2 flights scheduled within +/-5 mins,10:47 - Flight XYZ-ABC at 29413 ft,7,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,45,47
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:25 PM,8:37 PM,10:13 PM,1 flights scheduled within +/-5 mins,8:16 - Flight XYZ-ABC at 29374 ft,0,Saturday,Morning,Clear,05:00-23:00,05:00-23:00,54,49
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:06 PM,9:10 PM,10:45 PM,2 flights scheduled within +/-5 mins,7:58 - Flight XYZ-ABC at 17984 ft,10,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,48,49
AI468,Delhi (DEL),Air India,A319,9:10 PM,11:09 PM,9:21 PM,11:21 PM,5 flights scheduled within +/-5 mins,7:52 - Flight XYZ-ABC at 26216 ft,5,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,53,52
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:43 PM,9:26 PM,11:12 PM,4 flights scheduled within +/-5 mins,9:44 - Flight XYZ-ABC at 17796 ft,10,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,57,50
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:26 PM,12:46 PM,1:49 PM,4 flights scheduled within +/-5 mins,7:18 - Flight XYZ-ABC at 27676 ft,7,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,48,54
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:54 PM,3:37 PM,5:34 PM,5 flights scheduled within +/-5 mins,9:34 - Flight XYZ-ABC at 21124 ft,10,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,59,52
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:07 PM,2:21 PM,3:30 PM,4 flights scheduled within +/-5 mins,8:26 - Flight XYZ-ABC at 15817 ft,10,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,57,45
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:39 PM,3:03 PM,4:45 PM,3 flights scheduled within +/-5 mins,7:21 - Flight XYZ-ABC at 26599 ft,5,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,46,47
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:31 PM,4:48 PM,6:38 PM,4 flights scheduled within +/-5 mins,7:24 - Flight XYZ-ABC at 15892 ft,0,Thursday,Afternoon,Fog,05:00-23:00,05:00-23:00,56,51
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:43 PM,6:18 PM,7:32 PM,3 flights scheduled within +/-5 mins,8:54 - Flight XYZ-ABC at 17979 ft,10,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,46,55
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:16 PM,6:08 PM,7:23 PM,6 flights scheduled within +/-5 mins,8:22 - Flight XYZ-ABC at 15440 ft,0,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,57,51
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:52 PM,6:59 PM,8:34 PM,3 flights scheduled within +/-5 mins,8:44 - Flight XYZ-ABC at 22455 ft,7,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,51,50
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:53 PM,7:04 PM,8:50 PM,1 flights scheduled within +/-5 mins,10:39 - Flight XYZ-ABC at 29027 ft,0,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,61,50
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:30 PM,7:19 PM,9:13 PM,5 flights scheduled within +/-5 mins,7:11 - Flight XYZ-ABC at 26741 ft,10,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,50,51
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:21 PM,7:53 PM,9:48 PM,2 flights scheduled within +/-5 mins,10:36 - Flight XYZ-ABC at 21034 ft,5,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,45,46
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:02 PM,8:37 PM,10:11 PM,3 flights scheduled within +/-5 mins,9:41 - Flight XYZ-ABC at 17142 ft,7,Saturday,Afternoon,Fog,05:00-23:00,05:00-23:00,61,47
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:34 PM,9:10 PM,10:46 PM,4 flights scheduled within +/-5 mins,9:43 - Flight XYZ-ABC at 26831 ft,5,Monday,Afternoon,Fog,05:00-23:00,05:00-23:00,58,47
AI468,Delhi (DEL),Air India,A319,9:10 PM,11:06 PM,9:21 PM,11:15 PM,1 flights scheduled within +/-5 mins,9:21 - Flight XYZ-ABC at 25035 ft,10,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,48,50
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:34 PM,9:26 PM,10:51 PM,1 flights scheduled within +/-5 mins,9:40 - Flight XYZ-ABC at 26192 ft,7,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,46,45
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:45 PM,12:46 PM,2:42 PM,6 flights scheduled within +/-5 mins,7:35 - Flight XYZ-ABC at 25305 ft,7,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,47,53
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:33 PM,3:37 PM,4:57 PM,1 flights scheduled within +/-5 mins,10:31 - Flight XYZ-ABC at 18700 ft,7,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,64,48
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:46 PM,2:21 PM,3:48 PM,4 flights scheduled within +/-5 mins,10:54 - Flight XYZ-ABC at 26776 ft,0,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,57,49
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:44 PM,3:03 PM,4:32 PM,6 flights scheduled within +/-5 mins,8:16 - Flight XYZ-ABC at 27403 ft,7,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,46,51
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:39 PM,4:48 PM,6:37 PM,3 flights scheduled within +/-5 mins,7:55 - Flight XYZ-ABC at 16121 ft,7,Saturday,Afternoon,Rain,05:00-23:00,05:00-23:00,64,48
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:13 PM,6:18 PM,7:51 PM,1 flights scheduled within +/-5 mins,10:28 - Flight XYZ-ABC at 21723 ft,0,Monday,Afternoon,Fog,05:00-23:00,05:00-23:00,57,49
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:43 PM,6:08 PM,7:18 PM,1 flights scheduled within +/-5 mins,7:15 - Flight XYZ-ABC at 18349 ft,0,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,53,55
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:03 PM,6:59 PM,8:19 PM,1 flights scheduled within +/-5 mins,9:46 - Flight XYZ-ABC at 20067 ft,0,Sunday,Evening,Fog,05:00-23:00,05:00-23:00,59,50
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:12 PM,7:04 PM,9:00 PM,5 flights scheduled within +/-5 mins,9:41 - Flight XYZ-ABC at 22814 ft,5,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,46,50
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:38 PM,7:19 PM,8:43 PM,5 flights scheduled within +/-5 mins,9:43 - Flight XYZ-ABC at 27784 ft,5,Friday,Evening,Fog,05:00-23:00,05:00-23:00,50,47
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,8:55 PM,7:53 PM,9:04 PM,3 flights scheduled within +/-5 mins,9:14 - Flight XYZ-ABC at 22648 ft,0,Monday,Morning,Rain,05:00-23:00,05:00-23:00,49,45
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:34 PM,8:37 PM,10:07 PM,6 flights scheduled within +/-5 mins,9:44 - Flight XYZ-ABC at 24451 ft,5,Sunday,Afternoon,Clear,05:00-23:00,05:00-23:00,61,53
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:22 PM,9:10 PM,10:30 PM,4 flights scheduled within +/-5 mins,7:48 - Flight XYZ-ABC at 29210 ft,10,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,56,55
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:40 PM,9:21 PM,10:46 PM,1 flights scheduled within +/-5 mins,10:17 - Flight XYZ-ABC at 29662 ft,7,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,53,50
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:17 PM,9:26 PM,11:15 PM,4 flights scheduled within +/-5 mins,7:34 - Flight XYZ-ABC at 18627 ft,0,Saturday,Morning,Rain,05:00-23:00,05:00-23:00,56,54
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:25 PM,12:46 PM,2:05 PM,1 flights scheduled within +/-5 mins,7:45 - Flight XYZ-ABC at 19451 ft,10,Monday,Evening,Fog,05:00-23:00,05:00-23:00,65,53
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:22 PM,3:37 PM,5:24 PM,1 flights scheduled within +/-5 mins,9:29 - Flight XYZ-ABC at 17189 ft,0,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,46,46
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:12 PM,2:21 PM,3:54 PM,6 flights scheduled within +/-5 mins,8:56 - Flight XYZ-ABC at 28255 ft,0,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,60,52
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:50 PM,3:03 PM,4:11 PM,3 flights scheduled within +/-5 mins,9:12 - Flight XYZ-ABC at 15426 ft,10,Monday,Evening,Rain,05:00-23:00,05:00-23:00,53,51
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,5:58 PM,4:48 PM,6:00 PM,3 flights scheduled within +/-5 mins,8:29 - Flight XYZ-ABC at 24515 ft,10,Wednesday,Afternoon,Fog,05:00-23:00,05:00-23:00,63,54
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:22 PM,6:18 PM,8:08 PM,4 flights scheduled within +/-5 mins,7:18 - Flight XYZ-ABC at 18863 ft,0,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,53,52
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,8:05 PM,6:08 PM,7:17 PM,4 flights scheduled within +/-5 mins,7:21 - Flight XYZ-ABC at 18151 ft,0,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,48,55
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:09 PM,6:59 PM,8:22 PM,1 flights scheduled within +/-5 mins,7:49 - Flight XYZ-ABC at 17979 ft,5,Wednesday,Afternoon,Fog,05:00-23:00,05:00-23:00,45,47
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,9:08 PM,7:04 PM,8:34 PM,3 flights scheduled within +/-5 mins,10:21 - Flight XYZ-ABC at 16732 ft,0,Tuesday,Afternoon,Rain,05:00-23:00,05:00-23:00,58,53
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:21 PM,7:19 PM,8:54 PM,3 flights scheduled within +/-5 mins,8:12 - Flight XYZ-ABC at 25154 ft,5,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,48,45
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:35 PM,7:53 PM,9:11 PM,2 flights scheduled within +/-5 mins,7:37 - Flight XYZ-ABC at 15517 ft,5,Monday,Evening,Clear,05:00-23:00,05:00-23:00,59,54
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:41 PM,8:37 PM,9:39 PM,6 flights scheduled within +/-5 mins,8:17 - Flight XYZ-ABC at 21810 ft,0,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,52,52
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:37 PM,9:10 PM,10:49 PM,2 flights scheduled within +/-5 mins,10:38 - Flight XYZ-ABC at 24874 ft,10,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,59,48
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:33 PM,9:21 PM,10:51 PM,5 flights scheduled within +/-5 mins,10:31 - Flight XYZ-ABC at 19503 ft,10,Monday,Afternoon,Fog,05:00-23:00,05:00-23:00,60,54
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:19 PM,9:26 PM,10:55 PM,2 flights scheduled within +/-5 mins,10:27 - Flight XYZ-ABC at 26141 ft,7,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,46,48
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:04 PM,12:46 PM,2:02 PM,6 flights scheduled within +/-5 mins,10:12 - Flight XYZ-ABC at 22508 ft,10,Sunday,Afternoon,Clear,05:00-23:00,05:00-23:00,46,49
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:23 PM,3:37 PM,4:57 PM,6 flights scheduled within +/-5 mins,9:24 - Flight XYZ-ABC at 20127 ft,5,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,45,47
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:15 PM,2:21 PM,4:07 PM,3 flights scheduled within +/-5 mins,10:56 - Flight XYZ-ABC at 23370 ft,10,Friday,Evening,Fog,05:00-23:00,05:00-23:00,58,55
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:53 PM,3:03 PM,4:22 PM,2 flights scheduled within +/-5 mins,10:51 - Flight XYZ-ABC at 19757 ft,0,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,59,45
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:41 PM,4:48 PM,6:34 PM,2 flights scheduled within +/-5 mins,7:14 - Flight XYZ-ABC at 16329 ft,10,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,51,55
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,6:58 PM,6:18 PM,8:10 PM,3 flights scheduled within +/-5 mins,7:55 - Flight XYZ-ABC at 24003 ft,5,Tuesday,Evening,Rain,05:00-23:00,05:00-23:00,56,51
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:15 PM,6:08 PM,7:47 PM,3 flights scheduled within +/-5 mins,7:19 - Flight XYZ-ABC at 16449 ft,0,Sunday,Afternoon,Clear,05:00-23:00,05:00-23:00,48,50
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:23 PM,6:59 PM,8:09 PM,1 flights scheduled within +/-5 mins,8:40 - Flight XYZ-ABC at 17530 ft,0,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,63,45
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:56 PM,7:04 PM,8:26 PM,2 flights scheduled within +/-5 mins,8:36 - Flight XYZ-ABC at 28823 ft,7,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,59,53
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:52 PM,7:19 PM,8:47 PM,4 flights scheduled within +/-5 mins,10:33 - Flight XYZ-ABC at 23770 ft,5,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,64,49
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:44 PM,7:53 PM,9:42 PM,2 flights scheduled within +/-5 mins,8:53 - Flight XYZ-ABC at 19436 ft,5,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,49,54
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:23 PM,8:37 PM,10:05 PM,1 flights scheduled within +/-5 mins,7:11 - Flight XYZ-ABC at 17732 ft,5,Monday,Morning,Fog,05:00-23:00,05:00-23:00,51,47
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:47 PM,9:10 PM,10:52 PM,3 flights scheduled within +/-5 mins,9:43 - Flight XYZ-ABC at 21528 ft,5,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,62,54
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:49 PM,9:21 PM,10:57 PM,5 flights scheduled within +/-5 mins,9:56 - Flight XYZ-ABC at 25543 ft,7,Saturday,Morning,Rain,05:00-23:00,05:00-23:00,53,47
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:08 PM,9:26 PM,10:31 PM,1 flights scheduled within +/-5 mins,10:10 - Flight XYZ-ABC at 21470 ft,7,Tuesday,Afternoon,Rain,05:00-23:00,05:00-23:00,49,51
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:22 PM,12:46 PM,2:10 PM,3 flights scheduled within +/-5 mins,7:54 - Flight XYZ-ABC at 17423 ft,5,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,53,55
