Pilot ID,Performance Level,Training Hours,Simulator Hours,Flight Experience (Years),Training Score,Performance Score,Incidents,Accidents,Aircraft Types Flown,Last Check Ride Score,Reaction Time (ms),Stress Level,Sleep Quality,Cognitive Flexibility Score,Psychological Condition Index
P072,Good,764.1,695.91,12.82,71.13,73.59,0.82,0.18,8.22,90.83,200.96,7.09,6.29,68.76,79.64
P072,Good,1002.48,334.9,23.8,64.03,25.32,0.99,0.72,7.76,86.05,186.82,6.92,4.61,86.27,72.17
P072,Good,1075.55,579.73,17.35,84.91,95.32,3.36,1.05,3.56,94.66,440.0,3.12,4.8,49.51,47.16
P072,Good,1122.49,773.81,14.41,95.13,55.72,0.56,0.97,7.14,64.3,369.78,7.15,7.46,52.66,71.17
P072,Good,544.34,665.89,34.8,76.05,48.31,2.81,1.65,5.15,86.41,322.58,5.85,8.18,89.91,49.13
P072,Good,1241.66,615.38,10.59,80.97,77.02,2.38,0.67,2.97,90.84,292.62,4.82,7.14,71.62,90.46
P072,Good,395.61,451.66,1.87,71.32,39.04,3.03,0.17,4.24,78.57,306.49,1.1,4.02,85.2,65.69
P072,Good,1152.17,594.4,14.75,87.39,49.48,4.48,1.39,1.73,57.55,414.65,3.61,7.65,74.71,61.91
P072,Good,1129.68,207.14,16.38,67.17,83.63,2.29,1.17,7.34,90.67,240.35,3.11,8.14,59.13,56.71
P072,Good,1158.2,304.47,17.29,78.76,29.75,0.37,0.0,1.42,81.8,198.44,9.21,3.09,51.17,87.12
P072,Good,1299.0,676.02,34.34,66.84,19.72,3.67,0.94,5.3,57.88,314.19,6.72,7.04,75.76,87.07
P072,Good,712.78,603.89,12.89,74.67,77.59,0.25,1.35,7.83,61.17,434.42,1.22,4.13,59.72,58.27
P072,Good,684.27,248.84,29.58,71.85,83.79,4.13,1.42,4.26,52.96,383.64,3.36,5.5,88.18,61.32
P072,Good,452.19,500.61,20.47,72.93,27.53,1.17,1.88,7.45,60.91,271.88,5.66,8.81,77.85,57.82
P072,Good,1101.61,567.39,9.52,64.28,64.55,3.61,0.07,1.23,49.64,211.77,4.69,3.34,72.3,56.65
P072,Good,840.52,282.76,9.56,75.27,42.49,1.83,1.11,3.12,76.69,272.8,7.41,8.21,94.35,93.36
P072,Good,822.05,270.98,6.68,65.52,3.74,0.73,1.06,2.81,83.99,338.44,7.92,9.16,86.08,89.32
P072,Good,1061.96,727.07,35.57,90.57,33.97,3.43,1.36,7.28,71.1,453.92,8.55,2.57,82.69,87.88
P072,Good,1130.04,687.18,4.23,78.24,54.64,2.33,0.26,4.5,85.39,274.85,9.16,2.05,82.43,57.98
P072,Good,1365.98,443.73,20.27,63.65,77.5,2.9,0.55,4.67,67.91,388.81,7.95,4.48,75.47,92.87
P072,Good,1179.89,265.65,19.9,65.87,54.84,0.31,0.5,6.41,52.24,420.8,7.21,6.08,60.23,50.17
P072,Good,588.56,518.53,35.18,84.58,47.72,2.27,0.77,4.12,75.56,212.64,5.63,5.02,52.91,55.62
P072,Good,678.08,258.81,3.67,80.82,44.62,1.83,0.06,8.99,95.72,302.79,3.07,4.52,78.81,51.47
P072,Good,762.29,592.04,16.66,91.02,27.08,4.53,1.32,7.66,60.03,276.07,6.81,2.86,59.07,56.82
P072,Good,1012.39,528.7,16.6,75.96,88.69,4.02,1.13,1.01,96.44,380.25,6.14,9.18,84.22,64.64
P072,Good,1193.18,110.21,19.1,82.94,85.5,0.87,1.83,7.08,79.34,448.92,4.82,3.59,51.42,61.7
P072,Good,888.22,570.56,5.17,74.48,3.28,2.43,0.83,1.17,52.5,256.31,3.8,8.53,97.34,93.43
P072,Good,888.48,471.69,1.6,85.93,5.23,2.88,0.27,2.65,77.05,235.3,4.84,8.86,69.75,60.06
P072,Good,662.08,536.14,3.88,79.52,59.53,3.6,1.06,5.16,87.39,427.73,3.12,4.34,87.06,63.76
P072,Good,735.24,580.32,9.33,74.41,66.42,2.28,1.21,2.78,78.85,305.28,7.5,1.47,52.89,52.38
P072,Good,470.92,157.23,4.53,75.93,88.83,2.32,0.99,7.79,63.97,268.9,3.23,3.23,93.24,65.37
P072,Good,664.23,628.08,20.35,65.4,86.31,2.62,0.87,4.73,86.29,329.84,7.44,7.08,93.01,52.05
P072,Good,1287.81,391.24,21.27,91.71,65.12,1.08,0.49,6.65,76.12,215.95,7.92,4.81,62.47,46.59
P072,Good,1147.29,535.64,8.06,77.08,71.53,3.12,1.37,6.19,54.79,328.75,7.81,6.46,82.47,61.82
P072,Good,697.54,314.42,19.81,94.8,80.01,1.7,0.45,1.22,68.14,223.15,4.64,2.72,61.58,78.15
P072,Good,1321.32,400.18,30.36,85.09,21.89,1.41,1.81,4.37,78.78,344.91,1.26,2.93,77.31,94.13
P072,Good,583.3,756.42,34.01,81.88,73.24,1.67,0.16,2.0,49.61,242.57,3.67,3.33,66.25,50.47
P072,Good,1303.57,602.43,24.16,64.7,11.4,3.95,0.63,9.3,74.11,277.75,2.44,7.36,90.52,51.07
P072,Good,1234.22,659.95,30.83,72.44,56.49,2.06,0.14,8.73,78.11,190.07,8.02,2.85,69.03,86.38
P072,Good,864.95,619.35,2.47,74.55,0.21,2.38,1.6,3.89,73.56,267.84,3.55,9.1,66.42,73.79
P072,Good,333.43,550.96,25.7,74.28,72.38,1.48,0.6,7.15,86.59,351.45,3.37,8.56,53.69,90.64
P073,OK,583.63,287.68,20.52,67.82,54.64,2.61,0.62,4.14,76.72,281.53,6.72,8.22,46.77,48.56
P073,OK,531.4,408.95,23.67,74.21,13.49,4.1,0.64,3.77,81.36,237.4,8.54,1.11,74.08,64.61
P073,OK,341.94,152.59,16.79,74.56,12.13,3.51,1.64,2.55,50.89,225.53,2.88,3.0,73.55,78.85
P073,OK,1004.84,254.26,1.97,77.11,27.1,3.61,1.06,6.35,43.66,357.93,3.7,4.45,64.41,75.03
P073,OK,1150.18,432.94,1.35,52.57,32.29,3.16,1.62,2.16,77.56,426.2,7.71,5.58,86.69,53.98
P073,OK,330.37,340.54,32.13,49.63,24.78,3.15,0.31,6.65,60.71,404.92,5.54,1.01,61.6,76.8
P073,OK,949.37,254.1,3.69,81.55,74.41,4.26,0.14,7.57,68.12,185.15,6.58,8.86,50.93,58.9
P073,OK,439.67,223.45,15.49,82.83,71.21,2.91,1.35,6.03,66.64,288.83,2.2,8.22,46.09,59.84
P073,OK,613.94,681.19,22.47,76.75,16.11,1.23,0.22,8.43,46.54,190.64,1.69,7.68,79.15,77.69
P073,OK,878.56,577.18,15.41,49.83,18.86,3.34,0.05,4.12,68.93,318.42,2.47,6.81,58.85,62.78
P073,OK,530.44,390.62,24.91,61.45,2.84,3.49,0.51,4.66,59.11,188.6,6.77,6.94,74.44,65.66
P073,OK,1016.32,270.12,2.88,54.52,2.96,2.83,1.63,8.1,67.74,310.65,7.13,7.38,55.69,71.46
P073,OK,598.6,303.53,5.59,60.88,5.45,0.59,1.31,4.47,75.0,261.62,4.57,5.19,71.87,68.97
P073,OK,1096.43,184.28,21.86,61.18,15.46,0.42,1.44,5.86,62.44,211.61,2.03,4.67,58.6,77.72
P073,OK,447.23,618.98,15.51,72.07,64.72,0.15,1.48,7.65,65.09,309.79,4.44,1.79,57.83,44.28
P073,OK,500.86,226.24,5.36,64.5,0.4,0.1,0.46,2.12,56.4,400.31,1.72,4.0,52.44,80.64
P073,OK,756.4,112.15,13.04,86.65,67.59,2.64,1.53,1.91,82.04,362.97,6.62,5.67,64.81,76.47
P073,OK,1018.9,88.12,19.78,52.23,14.59,4.22,0.23,2.7,65.68,237.96,3.57,5.64,55.09,58.75
P073,OK,1152.34,276.24,4.1,74.67,11.48,0.61,1.54,7.71,78.7,348.28,3.13,5.3,44.11,49.72
P073,OK,287.42,550.41,1.02,56.83,13.36,3.65,1.57,3.35,64.43,172.36,5.78,3.82,75.99,86.32
P073,OK,848.4,642.71,6.03,67.62,44.85,2.68,1.38,4.45,54.3,384.44,5.57,8.2,81.51,69.5
P073,OK,941.87,459.61,28.27,73.48,62.23,2.71,0.46,7.39,48.29,341.13,6.57,7.95,67.33,49.38
P073,OK,979.05,155.79,17.74,64.84,78.77,2.16,1.46,3.54,60.27,183.59,5.03,1.42,74.4,50.07
P073,OK,382.45,435.12,2.17,74.32,57.5,3.82,0.71,3.53,82.83,189.94,4.59,4.11,49.11,60.56
P073,OK,324.05,435.57,12.07,54.53,68.67,2.47,0.37,3.24,78.9,397.68,1.66,5.35,45.51,59.18
P073,OK,294.32,580.16,30.38,74.32,41.81,3.9,1.27,1.5,70.5,392.76,5.33,5.22,65.64,51.3
P073,OK,339.44,266.49,33.77,82.76,59.3,3.16,0.49,2.67,51.57,192.14,7.61,6.38,77.98,78.25
P073,OK,1103.96,628.57,18.93,73.87,58.57,0.93,1.34,4.94,51.78,240.62,8.09,1.25,79.71,45.33
P073,OK,667.86,552.69,22.1,65.59,73.17,1.28,0.68,5.84,79.26,256.27,6.76,4.31,52.3,63.07
P073,OK,1048.53,125.39,12.76,53.3,39.1,2.46,0.97,6.3,47.88,416.09,0.93,7.52,69.05,66.93
P073,OK,1050.46,106.17,4.57,57.19,66.49,4.08,0.41,7.79,81.93,190.68,2.0,2.8,47.76,58.53
P073,OK,269.46,533.6,1.29,76.95,33.45,0.62,0.44,7.6,66.73,279.52,2.09,4.69,48.06,43.35
P073,OK,800.39,146.68,21.48,64.4,59.57,4.22,0.76,4.45,78.61,393.38,6.62,3.52,81.5,41.08
P073,OK,521.58,140.2,25.18,69.35,4.84,2.02,0.87,2.56,58.69,265.52,5.88,3.58,55.92,76.02
P073,OK,496.93,575.71,18.27,69.03,17.53,1.82,1.55,2.75,85.43,256.56,5.18,4.13,49.47,67.05
P073,OK,1174.95,106.22,27.43,55.64,79.77,3.82,0.65,6.0,59.95,314.45,8.13,5.99,54.31,56.58
P073,OK,511.82,684.38,28.73,72.0,0.39,4.06,0.61,4.33,45.96,304.51,2.18,6.82,79.35,54.14
P073,OK,1074.02,461.54,30.12,53.0,11.7,3.49,1.2,2.57,58.01,426.82,6.89,2.04,65.02,61.66
P073,OK,563.81,561.57,11.98,66.9,46.84,4.24,1.15,5.14,64.2,278.41,6.72,7.25,51.02,55.64
P073,OK,390.03,587.08,1.81,71.45,80.74,0.4,1.26,6.71,50.59,297.58,3.95,2.11,42.21,81.23
P073,OK,502.54,318.6,6.2,55.65,17.9,1.71,1.05,1.81,76.47,364.04,5.07,3.89,74.37,45.82
P073,OK,559.17,498.99,25.28,62.57,70.12,0.07,0.22,4.66,83.88,203.61,7.86,3.09,81.78,78.47
P073,OK,476.28,514.5,17.11,84.19,41.89,1.77,1.72,7.67,53.88,235.38,6.21,7.24,64.84,62.86
P073,OK,921.83,671.84,28.01,60.28,45.7,2.21,1.38,7.23,56.77,357.8,1.2,5.27,52.62,60.38
P073,OK,1033.17,351.41,13.8,57.74,35.15,3.18,1.58,1.42,85.4,179.14,8.87,5.88,57.85,73.85
P073,OK,634.31,181.92,27.35,65.09,40.62,0.55,1.41,4.3,49.49,250.11,7.78,1.92,43.42,43.11
P073,OK,607.91,215.97,16.13,52.9,8.19,2.13,0.41,1.81,52.1,284.09,6.39,1.37,54.09,57.05
P073,OK,761.66,227.34,15.84,55.26,31.1,0.28,1.39,2.52,80.84,276.05,3.48,5.2,81.38,78.3
P073,OK,1312.07,414.47,28.04,48.74,66.63,0.3,0.88,3.75,57.72,247.51,3.04,4.76,53.92,81.94
P073,OK,823.28,555.83,13.53,60.48,40.39,0.24,0.45,4.99,49.81,188.33,4.14,7.86,60.93,76.75
P073,OK,560.3,305.03,29.71,62.05,39.9,1.58,0.35,4.72,75.24,321.1,1.14,2.72,73.07,63.26
P073,OK,733.5,298.55,5.32,77.05,33.0,3.14,0.84,1.1,45.21,373.34,2.65,3.04,48.84,70.85
P073,OK,685.74,289.14,15.7,83.98,25.54,4.1,1.76,3.39,66.52,370.97,1.55,0.89,56.54,82.27
P073,OK,402.3,465.4,7.69,70.59,10.24,1.52,0.75,7.92,72.64,350.04,6.04,7.18,73.0,76.58
P073,OK,341.66,514.06,13.48,78.93,56.76,2.91,0.88,4.57,58.74,377.64,2.94,6.51,57.51,77.91
P073,OK,853.01,169.28,22.72,52.5,32.94,2.12,0.86,8.29,58.53,392.31,4.62,5.33,57.85,72.1
P073,OK,608.81,335.64,3.08,80.42,81.48,1.67,1.05,7.91,57.46,375.34,1.37,3.68,57.77,54.69
P073,OK,832.21,133.32,33.29,87.94,28.69,2.96,0.72,6.36,74.43,394.92,7.62,3.74,86.42,60.83
P073,OK,627.16,477.7,12.73,81.3,19.23,2.23,0.35,5.9,57.55,296.05,7.3,2.85,50.08,78.6
P073,OK,1230.11,139.27,12.28,62.95,10.68,2.82,1.05,6.82,72.99,404.18,2.52,1.62,89.68,76.38
P073,OK,1217.2,169.77,30.38,71.9,78.71,2.31,0.17,1.66,63.08,241.82,7.41,1.14,68.97,59.06
P073,OK,1068.4,111.58,25.09,56.87,41.76,0.02,1.31,3.71,45.6,263.83,6.79,1.54,59.29,46.16
P073,OK,773.82,180.9,18.45,55.41,31.74,0.32,0.13,6.9,56.21,236.41,3.55,1.76,62.7,61.63
P073,OK,604.91,113.16,1.74,64.09,67.06,1.13,1.63,7.87,44.84,281.96,2.13,5.34,81.66,59.89
P073,OK,895.88,514.75,25.15,62.52,26.08,4.21,0.87,3.17,40.72,225.81,2.56,8.0,50.96,65.42
P073,OK,744.51,370.05,5.32,80.9,61.72,3.41,0.79,8.08,68.4,237.1,7.4,2.55,67.61,44.11
P073,OK,1030.54,84.47,25.85,58.38,4.42,1.45,0.21,3.6,52.96,410.53,1.72,7.8,50.62,42.08
P073,OK,1255.07,382.65,28.08,75.44,82.03,1.92,1.67,6.67,43.43,389.41,2.35,2.8,50.04,82.28
P073,OK,863.38,94.4,9.24,59.41,64.95,2.59,0.6,5.43,54.99,205.64,6.21,6.84,60.23,61.25
P073,OK,843.81,440.17,24.67,75.38,34.82,0.41,0.07,5.87,81.24,307.4,7.46,2.25,54.16,45.55
P073,OK,778.64,306.28,3.16,83.79,65.89,3.61,1.42,2.59,41.89,247.47,4.58,6.19,65.59,74.31
P073,OK,411.69,559.84,15.03,81.32,24.1,3.0,0.15,7.89,47.88,401.37,3.85,1.37,58.7,47.15
P073,OK,1046.06,508.12,4.25,67.92,52.42,2.9,0.97,2.27,64.55,339.41,7.81,4.91,83.14,59.05
P073,OK,353.84,473.69,18.34,52.11,24.61,2.8,1.68,3.25,74.05,350.02,1.78,4.83,49.35,85.23
P073,OK,806.17,575.0,17.61,76.59,80.3,1.4,0.52,3.26,48.14,316.49,4.25,6.79,47.68,64.98
P073,OK,514.61,430.89,32.6,51.5,59.62,3.33,0.2,2.31,53.96,378.23,7.42,6.76,65.51,51.21
P073,OK,858.48,669.68,27.91,50.22,43.3,1.91,1.78,8.24,62.2,193.44,4.34,2.1,56.02,80.25
P073,OK,503.66,411.14,32.29,52.19,39.83,2.98,0.55,2.21,78.91,274.24,4.78,5.42,67.88,59.82
P073,OK,889.71,465.73,28.96,60.68,59.02,0.22,0.85,7.21,70.72,357.99,3.36,6.17,71.28,56.59
P073,OK,1264.03,242.69,32.84,51.88,2.17,3.55,0.15,7.03,47.99,198.82,1.58,3.41,81.4,78.08
P073,OK,944.2,679.81,20.11,54.64,64.15,0.52,1.31,8.35,73.65,371.24,7.55,6.54,79.96,59.76
P073,OK,273.14,169.53,28.68,71.52,47.83,0.61,0.18,8.03,76.34,384.99,2.79,5.51,43.63,71.15
P073,OK,477.84,471.39,27.6,86.08,29.96,0.29,1.02,8.0,70.27,209.26,5.3,6.15,64.35,84.47
P073,OK,1308.82,443.21,28.78,81.86,46.5,0.99,0.0,2.07,53.95,247.18,7.6,4.69,53.86,51.8
P073,OK,578.57,140.59,16.39,63.7,73.57,1.12,1.27,2.45,87.58,221.3,7.26,7.48,43.97,48.61
P073,OK,641.25,687.4,25.69,57.01,5.58,3.6,0.1,1.31,64.69,299.77,6.14,4.05,74.08,50.55
P073,OK,417.25,163.72,25.62,63.0,17.8,1.5,1.29,5.54,76.83,289.68,6.38,3.66,57.21,88.16
P073,OK,1003.69,378.67,10.92,56.16,73.52,3.04,0.54,6.73,82.34,244.25,1.69,2.94,86.8,89.28
P073,OK,1183.63,596.59,6.58,73.83,0.55,1.02,1.18,2.26,78.85,213.68,6.21,2.23,77.49,86.19
P073,OK,495.15,376.35,14.91,86.8,79.67,3.04,1.36,8.35,79.62,341.72,3.92,1.9,48.69,79.38
P073,OK,1014.29,135.46,2.57,72.0,80.85,3.59,0.12,4.36,81.88,255.77,4.36,6.6,61.48,73.48
P073,OK,304.51,90.39,2.0,73.72,75.91,1.19,1.69,5.13,79.32,396.74,1.32,1.85,72.5,63.47
P073,OK,1262.88,640.8,24.75,80.44,56.46,0.6,0.93,7.47,48.05,183.05,3.66,6.34,76.61,45.81
P073,OK,667.07,470.23,17.92,67.82,7.83,1.61,0.14,6.95,55.2,204.39,6.87,2.93,62.82,66.18
P073,OK,322.83,181.54,25.72,56.68,51.59,3.71,1.33,3.41,46.26,188.41,4.17,4.88,58.95,48.65
P073,OK,931.94,134.06,2.92,54.73,67.1,1.69,0.34,5.2,69.26,180.49,4.98,1.07,76.54,65.62
P073,OK,887.32,423.51,25.74,70.32,44.83,0.56,0.86,6.76,81.04,183.55,1.42,8.6,41.71,52.61
P073,OK,472.95,333.62,7.72,61.45,20.6,3.65,0.44,8.18,75.64,410.66,6.79,1.16,49.14,87.67
P073,OK,733.88,680.62,7.1,78.62,40.58,0.91,1.56,5.2,45.33,172.0,6.87,5.81,77.75,73.28
P073,OK,1297.16,418.76,11.71,76.96,71.76,2.91,0.23,1.29,42.04,285.07,5.39,3.36,48.81,42.58
P074,Good,892.82,647.54,26.73,82.0,14.21,0.79,1.55,1.07,98.6,365.02,7.75,2.5,90.03,49.46
P074,Good,1053.53,209.41,29.63,94.8,39.34,4.59,1.38,8.84,67.44,408.17,7.55,2.1,60.33,50.9
P074,Good,919.95,328.9,1.54,70.3,50.66,0.69,1.05,3.69,50.24,196.85,5.01,6.62,90.77,75.64
P074,Good,486.6,627.18,29.99,54.77,20.18,2.6,1.19,2.56,76.25,414.16,5.34,6.42,46.29,63.3
P074,Good,1229.54,620.34,29.79,84.92,5.82,3.81,1.65,8.32,58.53,229.74,4.0,4.66,49.87,48.88
P074,Good,888.51,621.33,31.24,83.69,9.1,0.98,1.57,2.03,57.05,218.7,2.89,5.03,64.7,65.87
P074,Good,1385.33,657.46,27.65,59.65,81.84,3.63,0.88,4.86,76.83,376.08,7.47,3.64,68.61,49.67
P074,Good,601.97,283.07,20.4,77.27,26.81,1.24,0.75,7.62,74.16,206.49,4.2,5.0,88.82,47.6
P074,Good,464.48,405.43,7.75,95.01,28.51,3.45,0.73,1.16,62.77,373.83,3.16,1.28,83.99,63.73
P074,Good,1309.37,286.61,7.32,94.07,60.89,4.05,0.49,9.78,83.99,196.29,4.32,8.35,84.55,58.05
P074,Good,540.73,546.52,35.59,88.84,49.79,1.48,1.69,7.16,71.85,395.09,1.22,5.71,78.18,87.22
P074,Good,839.24,742.16,16.07,75.02,20.64,0.25,0.53,7.96,82.92,215.11,6.35,5.96,86.48,51.55
P074,Good,1165.0,664.49,23.3,60.49,51.05,1.5,1.47,5.62,87.14,242.92,1.17,3.4,79.35,52.56
P074,Good,967.17,732.8,28.1,83.24,75.99,2.41,0.83,7.66,77.84,235.81,2.16,2.31,91.28,47.01
P074,Good,560.1,663.58,35.33,98.73,44.76,1.05,0.05,3.6,55.15,319.68,4.17,7.42,65.35,50.14
P074,Good,1316.99,318.94,12.76,67.87,49.15,1.46,1.33,2.4,78.65,395.02,7.44,7.72,72.54,82.24
P074,Good,619.45,747.21,35.78,69.02,42.39,4.71,1.58,1.87,76.16,452.19,8.79,6.45,96.73,69.21
P074,Good,727.29,121.22,2.18,78.43,85.04,4.15,0.75,8.95,58.88,397.28,6.39,4.55,75.07,56.91
P074,Good,702.68,338.26,34.5,71.83,71.33,3.45,0.04,1.49,75.9,336.79,7.15,7.59,71.92,91.0
P074,Good,1014.48,398.63,5.33,90.76,97.71,0.01,0.47,2.38,56.14,376.27,1.26,4.18,92.07,77.57
P074,Good,870.01,360.62,5.12,75.39,84.08,3.0,0.05,8.41,58.68,235.77,4.51,7.35,69.95,92.53
P074,Good,1096.81,660.91,25.77,62.33,56.73,4.43,0.8,6.99,78.85,387.78,1.82,3.7,48.73,65.84
P074,Good,978.91,673.77,37.98,96.28,3.02,1.37,1.57,2.6,77.15,206.66,3.97,7.97,57.59,49.08
P074,Good,628.1,688.24,18.12,89.65,78.67,3.25,0.62,3.07,90.34,201.29,5.11,8.37,71.53,75.05
P074,Good,497.35,401.87,17.15,88.04,13.7,0.96,1.51,7.52,77.49,206.77,6.57,3.93,56.55,48.35
P074,Good,1292.62,731.7,29.78,57.08,20.41,3.44,0.87,3.94,86.86,455.48,8.72,4.19,53.89,76.24
P074,Good,1329.66,203.2,21.26,83.75,25.86,1.14,0.2,7.79,68.14,444.11,3.77,8.52,81.05,68.56
P074,Good,297.19,720.4,34.65,71.47,54.44,2.24,1.52,6.26,81.0,349.24,1.71,9.76,67.79,76.31
P074,Good,398.05,361.73,32.26,63.03,25.32,1.82,1.38,2.52,89.0,350.5,4.94,5.19,68.83,55.51
P074,Good,450.56,641.98,35.12,91.8,68.57,2.36,0.97,1.03,53.28,207.92,7.18,4.29,47.76,62.18
P074,Good,333.87,194.07,37.94,91.19,76.21,2.33,0.48,9.58,48.07,454.93,2.38,3.94,52.92,47.9
P074,Good,726.1,421.89,18.5,94.07,41.29,3.58,0.2,5.42,83.7,264.6,3.08,6.5,57.65,58.88
P074,Good,936.94,697.98,3.78,79.07,94.45,0.09,0.35,6.55,79.77,408.78,6.45,6.33,68.95,82.98
P074,Good,538.1,409.66,15.47,80.79,63.87,0.8,0.65,1.34,58.44,298.71,4.25,9.69,46.68,64.64
P074,Good,712.34,204.1,36.78,65.86,52.29,3.04,0.68,5.81,90.29,325.5,8.39,4.61,46.71,67.57
P074,Good,1209.6,271.0,28.38,85.0,30.25,0.09,0.83,6.05,68.39,363.22,5.47,7.69,96.46,67.83
P074,Good,687.7,636.6,11.16,88.94,33.33,3.12,1.41,8.76,57.94,431.9,1.11,1.2,71.06,58.87
P074,Good,654.3,378.95,37.18,78.89,90.46,3.04,1.36,2.45,90.14,314.81,6.78,7.12,90.15,68.72
P074,Good,1171.29,393.06,33.0,88.16,72.03,1.95,0.14,3.27,84.37,457.29,3.49,6.45,84.63,57.16
P074,Good,1336.45,741.99,25.68,89.9,43.19,0.19,1.73,8.44,70.45,240.82,4.25,6.22,70.09,76.2
P074,Good,436.94,128.44,28.97,88.36,44.03,2.52,0.02,1.66,71.23,340.39,6.95,5.11,76.07,95.34
P074,Good,576.73,94.26,30.47,71.75,23.85,2.25,0.13,7.07,67.49,486.87,6.78,9.06,77.59,75.98
P074,Good,288.42,542.88,32.97,73.61,84.42,4.66,0.87,3.57,58.1,460.08,3.11,3.67,59.47,65.82
P074,Good,840.26,392.12,2.03,74.52,35.94,4.62,0.37,8.33,89.48,310.77,8.88,4.99,91.57,60.26
P074,Good,1047.96,455.77,16.87,66.53,85.42,4.6,0.51,9.41,69.3,205.87,4.86,1.48,62.57,56.99
P074,Good,604.13,152.67,10.1,62.08,5.42,0.72,0.07,4.82,80.36,324.4,5.41,3.24,83.26,47.87
P074,Good,1379.02,622.13,8.55,85.65,37.81,0.29,0.89,9.1,86.64,216.39,2.5,8.0,48.13,66.86
P074,Good,1399.71,223.92,24.89,86.36,0.56,4.18,1.63,3.89,73.67,256.83,5.01,2.03,52.72,56.59
P074,Good,503.44,299.09,17.9,81.39,37.89,3.33,1.77,2.14,49.26,395.5,1.84,6.57,74.32,71.49
P074,Good,306.97,283.96,12.6,90.5,86.01,3.35,0.59,2.31,52.7,357.0,2.3,5.76,87.09,89.32
P074,Good,1310.2,226.64,30.93,66.48,18.73,2.91,0.91,2.01,75.66,340.41,4.9,6.32,60.84,83.18
P074,Good,369.71,330.37,4.2,85.02,29.61,2.45,0.56,7.79,94.38,323.9,4.45,7.28,72.45,70.11
P074,Good,355.98,299.72,25.52,78.38,92.41,1.68,1.53,7.31,48.01,429.43,4.88,3.38,59.47,77.49
P074,Good,833.85,775.13,35.0,83.48,54.07,3.67,1.45,5.3,64.98,299.66,3.85,9.05,63.67,70.65
P074,Good,715.11,346.45,1.63,66.34,7.13,0.4,0.84,2.29,55.92,310.87,6.12,8.2,58.65,88.89
P074,Good,995.48,445.81,16.12,90.7,16.71,1.71,1.26,6.02,66.36,284.21,3.59,2.85,83.07,60.85
P074,Good,1430.77,310.41,24.47,59.04,21.64,2.18,1.2,3.69,49.86,290.53,8.7,3.24,78.36,56.55
P074,Good,1024.3,698.98,8.75,86.71,22.03,3.16,0.99,6.13,83.16,337.63,5.01,4.08,89.34,86.35
P074,Good,823.44,207.04,27.78,82.87,44.45,4.16,0.82,7.83,91.96,344.85,5.9,4.03,72.66,56.76
P074,Good,636.21,556.21,10.54,73.58,73.39,1.42,0.02,7.43,49.54,191.25,8.84,8.64,85.3,75.34
P074,Good,1006.64,665.75,17.4,77.99,80.37,4.42,1.09,7.26,64.81,379.24,3.96,9.27,50.33,50.94
P074,Good,375.8,472.56,4.32,89.61,44.22,1.29,0.61,6.39,69.26,412.85,4.95,2.18,61.35,48.7
P074,Good,401.89,749.79,29.3,75.09,27.64,1.68,0.52,2.47,65.25,222.37,4.47,4.15,81.0,58.24
P074,Good,1042.78,616.16,5.57,81.16,18.94,1.36,1.14,8.88,80.03,441.24,4.08,6.34,81.82,60.44
P074,Good,366.57,446.33,25.07,90.17,48.77,1.84,1.75,8.28,78.54,277.55,4.24,6.02,61.66,58.25
P074,Good,1181.83,669.85,13.65,91.32,10.46,3.85,0.66,1.34,64.17,362.4,6.71,7.52,98.69,54.87
P074,Good,534.09,640.47,31.64,60.17,86.06,0.25,0.51,5.67,67.2,194.86,5.33,8.39,76.99,78.85
P074,Good,1081.62,206.43,13.47,81.77,79.19,3.73,0.18,8.31,54.8,201.81,3.02,9.26,88.24,77.55
P074,Good,1087.32,213.01,18.92,73.23,49.25,1.57,0.35,5.46,85.67,183.16,5.76,2.08,85.04,48.61
P074,Good,1084.53,714.85,4.95,75.05,79.66,1.59,0.95,2.6,69.71,312.49,7.4,8.04,89.45,51.01
P074,Good,1223.27,566.24,1.06,81.28,64.23,3.1,1.75,6.62,54.13,350.57,5.17,8.18,60.04,84.07
P074,Good,1371.32,691.97,10.59,72.48,14.0,4.53,1.74,8.89,67.68,341.23,1.94,3.56,90.08,82.71
P074,Good,571.48,566.65,6.37,80.3,73.05,2.38,1.51,4.54,54.16,426.78,4.12,1.34,73.18,86.73
P074,Good,987.4,519.34,2.27,94.55,2.13,0.45,0.85,2.19,79.04,230.88,6.41,9.09,75.34,52.81
P074,Good,444.63,634.2,5.19,77.49,90.57,2.66,0.52,8.44,70.43,336.69,7.57,6.25,83.25,55.0
P074,Good,416.81,616.58,9.83,89.08,24.41,3.57,0.0,4.79,59.68,319.77,4.79,7.26,58.68,55.67
P074,Good,759.64,610.98,22.21,79.1,32.82,0.56,1.45,8.8,52.0,197.53,3.1,6.19,77.43,65.52
P074,Good,603.75,195.63,27.29,92.0,14.07,0.8,0.65,4.84,83.26,247.64,4.06,6.16,70.54,87.1
P074,Good,941.06,377.3,11.26,80.47,4.6,1.08,1.2,5.26,53.37,375.69,8.51,1.37,97.82,57.72
P074,Good,279.54,272.63,17.76,76.43,5.33,3.91,0.48,1.69,81.69,380.13,5.52,7.9,88.77,76.09
P074,Good,718.5,492.85,36.1,64.57,91.93,2.77,1.88,4.18,66.5,239.23,8.05,2.72,61.21,91.21
